WeiboID,正文,日期,点赞数,评论数,转发数,话题,Time
量子位,经典Transformer论文Attention Is All You Need在8月进行了一版更新，Abacus.ai的CEO再度回顾了这版经典论文，总结了一篇博客《Transformer如何演变成主导的神经架构》：所有大型语言模型和大多数最先进的语言、预测和个性化AI模型都基于Transformer。在有Transformer之前，循环神经网络（RNN）被用来处理序列数据，如文本。它们存在一些问题，比如训练时间长和梯度消失问题，这使得它们难以优化处理更长的序列。RNN中的梯度消失问题发生在训练过程中，当梯度（用于更新网络权重的值）在回传时通过时间被传播时变得非常小。这导致网络中的较早层接收到最小的更新，使模型难以学习和捕捉数据中的长期依赖关系。另一个流行的架构是卷积神经网络（CNN），它在图像处理方面表现出色，但不适用于自然语言处理等序列任务。在2017年，Vaswani和他的团队引入了Transformer架构，这是一个重大突破。它通过引入以下关键组件解决了许多与RNN相关的问题：注意力机制：这使模型能够关注输入的不同部分，使其更加具有上下文意识。并行处理：与逐步处理序列的RNN不同，Transformer可以同时处理序列的所有部分，使训练速度更快。从根本上说，Transformer经过了针对GPU的优化——这些芯片用于训练大型神经网络。与RNN不同，计算不依赖于前一步，Transformer可以同时处理序列中的所有位置。这意味着每个位置（或单词）的计算可以同时进行，充分利用了GPU并行处理能力。这导致训练和推断时间大大加快，使Transformer在使用GPU硬件时更加高效和可扩展。可扩展性：Transformer被设计为可扩展的，使其适用于大型模型和大规模数据集。持续创新：像BERT和GPT这样的模型：在引入Transformer架构之后，类似BERT、GPT及其变体的模型在各种NLP任务中取得了显著的成功，巩固了Transformer的显著地位。这导致了投资和创新的良性循环。许多研究界都集中在Transformer上，这导致不断的改进和调整，使其变得更加有效和高效。多用途性：Transformer架构被证明是非常多用途的，适用于广泛的任务，不仅仅是在NLP领域，还适用于其他领域。事实上，我们也在Abacus.AI中使用了Transformer进行领先的预测和个性化（都是序列数据问题）。总之，Transformer作为主导的神经网络架构的崛起归功于它们的高效性、可扩展性和多用途性，以及及时解决了早期模型（如RNN）存在的问题。它们提供了一个优雅的解决方案，解决了处理序列数据时面临的挑战，从而在各个领域得到广泛的应用。论文地址：网页链接,2023-08-15,42,5,47,,2023-08-15 14:11:06
量子位,【#韩国天文学者挑战爱因斯坦#】物理学的大厦，要迎来新的乌云了？欧洲航天局盖亚望远镜的一组观测数据，让牛顿和爱因斯坦的力学理论受到了天文学者的挑战。发现者称，如果结论成立，将在整个物理学界产生巨大影响。这一发现是韩国世宗大学Kyu-Hyun Chae教授提出的。目前，Chae教授的论文已在The Astrophysical Journal上发表。天文观测数据挑战牛顿爱因斯坦理论？！韩国学者：如证实对宇宙理解产生巨大影响,2023-08-15,131,21,34,韩国天文学者挑战爱因斯坦,2023-08-15 12:57:28
量子位,【#马斯克今晚笼中决斗#，「我开特斯拉去小扎家，敢开门就直播」】“笼中格斗”这出戏，马斯克这回直接放了个大招：“正好今晚要试驾特斯拉FSD，我让车直接开到小扎家。如果小扎真的开门，战斗就开始了！全程直播。”亿万富翁，上门约架——这样的戏码让吃瓜观众的热情瞬间被点燃。眼看评论区的梗图又是“一路狂飙”，有AI马斯克按小扎门铃、甚至破窗而入的，但小扎却顺势从后门逃跑了个个全是看热闹不嫌事大。事情发展到这一步，或许还得从小扎前一天在Threads上的公开吐槽说起：“从头到尾，马斯克都没认真对待过这场比赛，所以我也不奉陪了。”没想到这“激将法”真有作用，马斯克直接将未定时间提前到了“今晚”。马斯克：今晚笼中决斗，我开特斯拉去小扎家，敢开门就直播,2023-08-15,24,10,7,马斯克今晚笼中决斗,2023-08-15 12:46:45
量子位,#水陆雪3用机器人# 来自Pliant Energy，从古生物获得灵感 网页链接 量子位的微博视频 ,2023-08-15,52,8,52,水陆雪3用机器人,2023-08-15 11:33:22
互联网的那点事, ,2023-08-15,151,37,63,,2023-08-15 23:02:32
互联网的那点事,📊 美国失业率最新数据!🔍当前失业率3.5%，上个月3.7%！🔴  红色：那些因为永久性裁员而失业的人群。🔷  浅蓝色：临时性裁员的员工。🟡  黄色：选择裸辞的人群。🔍  加州法律指出：因合理原因裸辞（如遭受性骚扰）的人士也有资格获得失业保险。🔘  灰色：那些暂停找工作后，又重新开始积极寻找工作的失业者。🌸  粉红色：新进入职场，缺乏经验的新手 - 新移民、刚毕业的大学生等。,2023-08-15,90,24,38,,2023-08-15 20:40:30
互联网的那点事,AWPortrait1.2 模型人像摄影模拟 ,2023-08-15,119,22,57,,2023-08-15 19:38:38
互联网的那点事,特斯拉：已在中国建立数据中心，所有中国大陆市场车辆数据存储在境内特斯拉宣布已在中国建立数据中心，并将所有中国大陆市场销售车辆的数据存储在中国境内。目前特斯拉车辆的这些数据只离线存储在车内 USB 设备中，车主和特斯拉均不能远程在线查看。特斯拉公司已作为首批试点企业，参与了政府主管部门组织的合规试点工作。,2023-08-15,917,103,59,,2023-08-15 09:08:18
新智元,近日，Meta AI最新研究，提出了语言模型Shepherd，专门用于评估模型响应并提出改进建议。对此，研究人员通过社区反馈和人工标注，整体出一个高质量的反馈数据集，大约有70亿参数。论文地址：网页链接堪比ChatGPT！Meta华人提出「牧羊人」Shepherd，LLaMA 70亿参数微调，评估模型生成给出建议 ,2023-08-15,9,0,17,,2023-08-15 14:45:29
新智元,昨晚同时发生两件大事，雷军携比狗更狗的铁蛋2惊艳登场，稚晖君发出创业首秀预告，人形机器人「远征 A1」3天后亮相。天才少年稚晖君首秀，官宣智元人形机器人！小米最强铁蛋2比狗更狗只卖12999 ,2023-08-15,2,0,2,,2023-08-15 14:14:49
机器之心Pro,「登月计划」大笔烧钱的同时，利润的主要来源 —— 搜索业务 —— 却正面临着生成式 AI 的挑衅。 经济学人：生成式AI冲击搜索业务，「登月」不顺，谷歌难寻增长点 ,2023-08-15,3,0,2,,2023-08-15 18:33:05
机器之心Pro,来自微软亚洲研究院的研究人员发现对 Token 进行傅里叶变换数学上等价于用超大尺寸自适应卷积核进行 Token 融合，而前者的计算代价远低于后者。基于该核心发现，研究员设计了一种名为 Adaptive Fourier Filter（AFF）的轻量高效 Token Mixer，将 Token 融合的计算复杂度从 O (N^2) 降低到 O (N log N)，并以此为基础算子构建了轻量级视觉神经网络主干 AFFNet。该主干网络能够以 5.5M 的模型参数量，在 ImageNet-1K 上实现 79.8% 的准确率。 ICCV 2023 | 傅里叶算子高效Token Mixer：轻量级视觉网络新主干,2023-08-15,12,0,15,,2023-08-15 17:33:02
机器之心Pro,在今天介绍的这篇论文中，来自 Salesforce Research 的研究者认为，随着任务复杂度的增加，特别是在开放域环境中，协调多个 agent 来完成一项任务会更好。举例而言， 对于网页导航任务，我们可以使用一个点击 agent 来与点击按钮进行交互，并请求另一个搜索智能体来检索其他资源。 智能体的「一方有难八方支援」，一种分布式AI计算新范式诞生了,2023-08-15,3,1,5,,2023-08-15 16:33:02
机器之心Pro,跨过高端化生死之战，小米现在要全面拥抱大模型。 小米AI战略首次曝光，大模型开启测试，机器狗铁蛋2上线 ,2023-08-15,3,0,1,,2023-08-15 16:00:09
机器之心Pro,这一年来，以 ChatGPT 和 GPT-4 为代表的大语言模型（LLM）发展迅速但随之而来的是争议不断，有人认为 LLM 存在一些不可控的风险，给人类生存构成一些潜在威胁。为了应对这些挑战，对 LLM 对齐的研究变得越来越重要。本文来自 Meta AI 的研究者提出了一种可扩展的方法即指令回译（instruction backtranslation），该方法通过自动注释相应的指令来构建高质量的指令跟随语言模型。 羊驼进化成鲸鱼，Meta把对齐自动化，Humpback击败现有LLaMa模型,2023-08-15,9,0,9,,2023-08-15 15:26:29
